YEAR,season,SITE,PLNT_DNS,FRND_DNS,DRY_WT,Dry_CAN_WT,Dry_WC_wt,Dry_SUB_wt,N_blade,C_blade,C_WT,N_WT,elapsed,g_bar_dry,g_barC,g_barN,dry_prod_per_day,C_prod_per_day,N_prod_per_day,f,p,d,c,b,l,dry_wt_lost_as_fronds,dry_wt_lost_as_plants,dry_wt_lost_as_dissolved,dry_wt_lost_as_cut_fronds,dry_wt_lost_as_blades,C_lost_as_fronds,C_lost_as_plants,C_lost_as_dissolved,C_lost_as_cut_fronds,C_lost_as_blades,N_lost_as_fronds,N_lost_as_plants,N_lost_as_dissolved,N_lost_as_cut_fronds,N_lost_as_blades,Mean_TEMP,mean_ambient_N,sfc_par,Subsfc_par,Bottom_par,dry_wt_stD,dry_can_wt_stD,dry_wc_wt_stD,dry_sub_wt_stD,c_blade_stD,n_blade_stD,C_wt_stD,N_wt_stD,plnt_dns_stD,frnd_dns_stD,g_bar_dry_stD,dry_prod_per_day_stD,g_barC_stD,C_prod_per_day_stD,g_barN_stD,N_prod_per_day_stD,f_stD,p_stD,d_stD,c_stD,b_stD,l_stD,dry_wt_lost_as_fronds_stD,dry_wt_lost_as_plants_stD,dry_wt_lost_as_dissolved_stD,dry_wt_lost_as_cut_fronds_stD,dry_wt_lost_as_blades_stD,C_lost_as_fronds_stD,C_lost_as_plants_stD,C_lost_as_dissolved_stD,C_lost_as_cut_fronds_stD,C_lost_as_blades_stD,N_lost_as_fronds_stD,N_lost_as_plants_stD,N_lost_as_dissolved_stD,N_lost_as_cut_fronds_stD,N_lost_as_blades_stD
2005,1-Winter,ABUR,0.025983146,0.315800562,0.020583861,0.002306957,0.005689299,0.012587605,1.616235955,26.50449438,0.005011252,0.000268247,89,0.013246503,0.01332528,0.01321508,0.000487463,0.000109835,6.15E-06,0.015467291,0.006919769,0.002237206,0,0.008421438,0.033045704,0.000609242,0.000212449,8.58211E-05,0,0.000347383,0.000158581,5.45954E-05,2.23545E-05,0,9.06917E-05,7.99E-06,2.74E-06,1.13E-06,0,4.58E-06,14.67336947,1.145483225,582.2399013,119.9906408,16.46905278,0.002524836,0.000308144,0.000691469,0.001688616,1.213878655,0.177966208,0.000647715,0.000044439,0.00142918,0.029950798,0.004919931,0.000197289,0.005027476,0.000050581,0.0052356,2.74E-06,0.003180751,0.002946084,0.000139662,0,0.000386807,0.004480888,0.00015882,9.80136E-05,1.15136E-05,0,4.25869E-05,4.22201E-05,2.54696E-05,2.88E-06,0,1.22977E-05,2.20E-06,1.29E-06,1.96E-07,0,7.61E-07
2005,2-Spring,ABUR,0.024014337,0.494153226,0.047201954,0.018932016,0.013883519,0.01438642,3.161236559,28.59258065,0.012638804,0.001199954,93,0.042081552,0.041980559,0.049126792,0.001429771,0.000378509,0.000037881,0.011549758,0.00140861,0.003117424,3.18676E-05,0.009392876,0.025500535,0.000428457,6.56887E-05,0.000116755,1.82E-06,0.000349236,0.000115739,1.69372E-05,3.12851E-05,4.62E-07,9.38252E-05,1.08037E-05,1.77E-06,2.91E-06,4.66E-08,8.63E-06,12.78121544,5.383613112,803.3936166,167.2217056,25.92885813,0.005103576,0.00270036,0.001382898,0.001540576,1.040685734,0.265182765,0.001456495,0.000176648,0.00099175,0.038200085,0.003632228,0.000191169,0.003873566,5.36617E-05,0.004137104,6.55E-06,0.00182745,0.001142904,0.000168207,8.79E-06,0.000343885,0.00219269,8.05716E-05,5.27682E-05,1.40157E-05,4.99E-07,3.59169E-05,2.20859E-05,1.37089E-05,3.60E-06,1.29E-07,1.02845E-05,2.35E-06,1.47E-06,4.49E-07,1.44E-08,1.20E-06
2005,3-Summer,ABUR,0.240837814,1.051388889,0.052652404,0.010304403,0.011290627,0.031057374,1.838387097,28.49419355,0.014117467,0.000775433,93,0.028371857,0.029226215,0.01899552,0.00151673,0.000414685,1.62166E-05,0.01579079,0.000774897,0.002902279,0.000114622,0.008852683,0.02843527,0.000801472,4.65764E-05,0.000151458,7.38E-06,0.000462824,0.000213621,1.21565E-05,3.97979E-05,1.98E-06,0.000121599,1.24969E-05,9.78E-07,2.76E-06,1.14E-07,8.45E-06,15.16065366,1.326431433,773.6262978,172.0235385,35.4855698,0.004813319,0.001343633,0.001010705,0.002995995,1.092248687,0.161497833,0.001386691,0.000097111,0.011691988,0.079675076,0.003360245,0.000219056,0.003461851,6.21357E-05,0.003692116,3.70E-06,0.002518676,0.000663454,0.000155624,1.44393E-05,0.000343538,0.00262518,0.000144447,3.95639E-05,1.68674E-05,1.06E-06,4.64331E-05,3.97093E-05,1.02277E-05,4.20E-06,2.98E-07,1.28479E-05,2.34E-06,9.64E-07,4.11E-07,2.09E-08,1.18E-06
2005,4-Autumn,ABUR,0.275462963,1.636180556,0.096200067,0.010867834,0.017847874,0.067484359,1.706166667,29.55194444,0.026357104,0.001204576,90,0.029779309,0.029718782,0.033253131,0.002708867,0.000740157,0.000035146,0.014087206,0.003362443,0.00212279,0.00085824,0.007141702,0.027572381,0.001149599,0.000269039,0.000191773,8.29388E-05,0.00063644,0.000315213,7.37333E-05,5.25547E-05,0.000022742,0.000174411,1.40508E-05,3.40E-06,2.30E-06,9.59E-07,7.69E-06,15.19267404,0.895656039,584.4792949,137.961376,35.55958172,0.009875483,0.001452338,0.00189659,0.006985407,1.007861581,0.14223049,0.002922191,0.000172499,0.013309653,0.132971387,0.003011389,0.000380861,0.00311637,0.000110165,0.00371401,6.31E-06,0.001724732,0.001317899,0.000105833,7.24016E-05,0.000234771,0.002225654,0.000169395,0.000125584,0.000020606,1.17027E-05,6.53747E-05,4.82909E-05,3.44846E-05,5.33E-06,3.35E-06,1.91052E-05,2.38E-06,1.56E-06,3.14E-07,1.61E-07,1.02E-06
2006,1-Winter,ABUR,0.036352996,0.372191011,0.026052135,0.006816441,0.007021675,0.012214018,2.487752809,29.52764045,0.007124552,0.00050099,89,0.024228622,0.022688084,0.029711261,0.00064495,0.000168272,1.62606E-05,0.015875519,0.007111038,0.00229396,0,0.008634384,0.033914901,0.000684128,0.000290904,8.43954E-05,0,0.000323279,0.000187731,7.90712E-05,0.00002304,0,0.000088525,0.000010867,4.92E-06,1.43E-06,0,5.37E-06,13.45241616,3.245270745,584.1122645,120.0022467,16.19339027,0.002696225,0.000981971,0.00080807,0.001259814,1.094945684,0.222910287,0.00077972,0.000064345,0.001717842,0.029130155,0.003367377,0.000137023,0.003470618,4.14574E-05,0.004301336,3.43E-06,0.002415493,0.002060131,0.000116399,0,0.000325554,0.003217377,0.00013447,9.15488E-05,0.000010452,0,3.89725E-05,3.91685E-05,2.57143E-05,2.72E-06,0,1.13257E-05,2.38E-06,1.56E-06,1.95E-07,0,7.30E-07
2006,2-Spring,ABUR,0.022759857,0.400896057,0.029968747,0.00855666,0.008709609,0.012702478,2.438602151,32.32430108,0.008755076,0.000617154,93,0.031332777,0.033639061,0.027831525,0.000940986,0.000283729,1.96447E-05,0.011180645,0.009385795,0.002716161,0.001409203,0.009303237,0.033995041,0.000335506,0.000271722,8.56652E-05,3.51516E-05,0.0002902,9.54693E-05,7.79144E-05,2.39498E-05,1.10412E-05,8.17429E-05,7.40E-06,5.95E-06,1.93E-06,6.70E-07,6.48E-06,13.01310425,4.649383932,803.2695183,167.2484216,26.04712225,0.003052184,0.001268046,0.000914944,0.00127168,1.153534346,0.211064148,0.000926246,8.80398E-05,0.000966484,0.028918139,0.004452393,0.000154844,0.004445687,4.58164E-05,0.005372198,4.53E-06,0.00174227,0.003052319,0.000136974,0.00017705,0.000346534,0.003570953,6.04082E-05,9.32453E-05,1.09681E-05,6.34E-06,3.18662E-05,1.78721E-05,2.72275E-05,2.79E-06,2.06E-06,9.13E-06,1.52E-06,2.13E-06,3.24E-07,1.51E-07,9.86E-07
2006,3-Summer,ABUR,0.02421595,0.340524194,0.017910178,0.000427028,0.001112989,0.016370161,0.977795699,31.72962366,0.005355129,0.000139485,93,0.022455802,0.020986223,0.01668649,0.000414168,0.000118567,2.29E-06,0.01424428,0.002079963,0.001895965,0.001363538,0.004951844,0.024535589,0.000260959,3.93224E-05,3.50266E-05,2.62132E-05,9.20423E-05,7.96017E-05,1.22161E-05,1.07461E-05,8.19E-06,2.83534E-05,2.21E-06,3.75E-07,3.17E-07,2.65E-07,8.71E-07,15.58074873,0.935945184,772.8008898,172.1534256,35.98766422,0.002312028,0.000070197,0.000143387,0.002188904,1.178776854,0.081971385,0.000721886,2.07735E-05,0.000955905,0.029808025,0.003545127,8.47376E-05,0.003588612,0.000026239,0.004110362,7.52E-07,0.002241425,0.001318739,9.34102E-05,0.000116649,0.000218231,0.002604021,5.23101E-05,2.55548E-05,4.37E-06,4.50E-06,1.08323E-05,1.61715E-05,7.89E-06,1.28E-06,1.43E-06,3.47E-06,4.49E-07,2.36E-07,4.36E-08,5.06E-08,1.18E-07
2006,4-Autumn,ABUR,0.031319444,0.287199074,0.015273122,0.001728984,0.00328187,0.010262269,1.419888889,30.76155556,0.004414238,0.000146407,90,0.018791658,0.017576861,0.024793104,0.000353151,9.69472E-05,4.04E-06,0.008591754,0.012835211,0.001961732,0,0.006982872,0.030371569,0.000146074,0.000151636,3.18657E-05,0,0.000113426,4.24528E-05,4.15427E-05,9.21E-06,0,3.27339E-05,1.26E-06,1.70E-06,2.83E-07,0,1.02E-06,16.15168116,0.681939022,583.4811888,138.0184289,35.3069097,0.001992745,0.00032947,0.000479634,0.001307035,1.100418535,0.129507285,0.000618217,0.000024346,0.001407976,0.027070817,0.004336825,8.76053E-05,0.00448172,2.49294E-05,0.004938838,1.07E-06,0.001287543,0.004122849,0.000105622,0,0.000265814,0.004305774,0.000028866,5.36615E-05,4.17E-06,0,1.43496E-05,8.66E-06,1.53066E-05,1.17E-06,0,4.38E-06,2.76E-07,6.17E-07,4.52E-08,0,1.60E-07
2007,1-Winter,ABUR,0.013881086,0.091058052,0.005358855,0.000908434,0.001287522,0.003162899,2.508651685,31.15078652,0.001566511,0.000107923,89,0.036807162,0.036570206,0.03934475,0.000171865,5.00694E-05,3.62E-06,0.017218662,0.008258228,0.002012117,0,0.008000232,0.035489239,8.70031E-05,6.01064E-05,1.06839E-05,0,4.21443E-05,2.51764E-05,1.59172E-05,3.04E-06,0,1.20132E-05,1.69E-06,8.80E-07,1.96E-07,0,7.77E-07,13.56513828,2.369951494,585.9665712,120.8095727,17.176857,0.000483944,0.000167624,0.000119454,0.000324152,1.083138675,0.210366929,0.00015378,1.39572E-05,0.000457272,0.005421809,0.006255777,3.64878E-05,0.006313742,1.08422E-05,0.006582964,7.95E-07,0.005083207,0.003793206,0.000103337,0,0.000305503,0.006180268,0.000027439,2.31516E-05,1.16E-06,0,4.08E-06,8.02E-06,6.62E-06,3.04E-07,0,1.20E-06,5.64E-07,4.11E-07,2.52E-08,0,9.28E-08
2007,2-Spring,ABUR,0.036223118,0.191957885,0.011160886,0.002450765,0.002784084,0.005926037,2.307741936,29.1794086,0.003087691,0.000198775,93,0.03462547,0.034263301,0.032076322,0.000346687,9.60126E-05,5.80E-06,0.011496797,0.001502487,0.002677543,0,0.008826007,0.024502834,0.000128585,2.10963E-05,2.54789E-05,0,8.25824E-05,3.58574E-05,5.96E-06,6.99E-06,0,2.27275E-05,2.26E-06,3.47E-07,4.73E-07,0,1.54E-06,12.96909137,5.264105001,802.8947897,166.1572838,25.13318188,0.00104812,0.00037052,0.00027393,0.000571317,1.020888827,0.19947335,0.000313446,2.60374E-05,0.001702238,0.012851903,0.003243534,5.16418E-05,0.003307825,1.48999E-05,0.003764765,1.09E-06,0.002294618,0.00112363,0.000144664,0,0.000360895,0.00260872,3.13277E-05,1.60449E-05,2.81E-06,0,8.09E-06,8.86E-06,4.52E-06,7.16E-07,0,2.34E-06,5.69E-07,2.72E-07,6.62E-08,0,1.96E-07
2007,3-Summer,ABUR,0.140658602,0.646102151,0.0301102,0.003396136,0.006692104,0.02002196,1.743225807,31.41145161,0.008929221,0.000377541,93,0.043611877,0.04417037,0.039047882,0.00109133,0.000318809,1.27669E-05,0.017561232,0.001590869,0.002308618,0,0.007817232,0.02927795,0.000370076,2.23373E-05,5.26642E-05,0,0.000178518,0.000107507,6.31E-06,1.53286E-05,0,0.000051973,5.31E-06,3.67E-07,7.33E-07,0,2.48E-06,15.5545354,0.943176238,764.1107903,175.3743483,29.57920286,0.002844886,0.000417184,0.000703881,0.001927148,1.149741502,0.14447327,0.000922075,4.65801E-05,0.006741079,0.050371059,0.004172041,0.000139499,0.004211127,4.20964E-05,0.004612649,2.06E-06,0.003322236,0.001189726,0.000120593,0,0.000279144,0.003610069,0.000073519,1.69887E-05,4.96E-06,0,1.59138E-05,2.16827E-05,4.79E-06,1.34E-06,0,4.96E-06,1.12E-06,2.88E-07,8.90E-08,0,2.87E-07
2007,4-Autumn,ABUR,0.172916667,1.646643519,0.126758982,0.037125442,0.040975662,0.048657878,1.926,27.23811111,0.032561684,0.001851513,90,0.0376306,0.035793559,0.043109919,0.00396383,0.001008032,6.12146E-05,0.019180954,0.003622171,0.002508017,0.000147384,0.009426593,0.034885118,0.001841387,0.000337452,0.000287341,2.04313E-05,0.001101358,0.00047788,8.74789E-05,0.000075103,5.30E-06,0.000287306,2.73321E-05,5.02E-06,3.96E-06,2.83E-07,1.52927E-05,14.03589048,1.915482258,564.6091737,139.4361594,24.46210686,0.012776637,0.004282914,0.00421707,0.004613476,1.04833291,0.172610039,0.003659512,0.0002626,0.007798279,0.129386892,0.004006305,0.000516461,0.004055865,0.000140537,0.004445682,9.69E-06,0.003119703,0.001813327,0.000137121,2.22454E-05,0.000371978,0.003501333,0.000329352,0.000177217,3.16381E-05,3.77E-06,0.000111083,8.65344E-05,4.62887E-05,7.72E-06,1.01E-06,3.14518E-05,5.50E-06,2.57E-06,5.55E-07,6.07E-08,2.08E-06
2008,1-Winter,ABUR,0.059907407,0.672175926,0.041742084,0.009252621,0.01170979,0.020779673,2.926555556,28.926,0.011299084,0.000968407,90,0.043274138,0.04507611,0.047197875,0.001995792,0.0005325,4.66339E-05,0.031594105,0.010764627,0.002280873,0.00017415,0.008422366,0.053236121,0.001686514,0.000491802,0.000107925,8.31E-06,0.000402671,0.000434169,0.000128203,0.000028103,2.13E-06,0.000104782,3.33778E-05,1.02348E-05,2.25E-06,1.81E-07,8.38E-06,12.57806028,4.673048583,543.2703708,118.6176906,13.48906942,0.004363057,0.001302389,0.001368783,0.00205623,1.046125919,0.24172549,0.001277356,0.000141257,0.0028068,0.053195984,0.006037559,0.00033619,0.006031941,8.99955E-05,0.006291168,8.39E-06,0.004573872,0.003334195,0.000118769,2.90132E-05,0.000310922,0.005654721,0.000267182,0.000157518,1.07915E-05,1.86E-06,0.000036339,7.06308E-05,4.12724E-05,2.62E-06,4.83E-07,1.01865E-05,6.02E-06,3.49E-06,2.88E-07,4.45E-08,1.02E-06
2008,2-Spring,ABUR,0.047715054,0.994802867,0.103099152,0.045330327,0.033723395,0.024045431,2.518010753,32.95602151,0.032144297,0.002029442,93,0.037834355,0.038035017,0.03501102,0.002754479,0.000849827,5.29511E-05,0.006947577,0.001119717,0.002618356,0,0.010432565,0.021118214,0.00050414,3.09742E-05,0.000218228,0,0.000878405,0.000156114,9.21E-06,6.72289E-05,0,0.000270765,1.02164E-05,7.78E-07,4.33E-06,0,1.73925E-05,12.56660375,6.136869569,715.2242374,157.6806269,17.33168816,0.013351773,0.00721451,0.00413475,0.002590081,1.325368679,0.234835491,0.004591365,0.000356836,0.002372339,0.084449913,0.00272796,0.000387505,0.002949552,0.000139762,0.003605251,1.11503E-05,0.001212837,0.000839407,0.000138481,0,0.000462347,0.001581946,0.000112125,2.34605E-05,2.83836E-05,0,0.000108938,3.58342E-05,7.01E-06,8.53E-06,0,3.67739E-05,2.46E-06,5.91E-07,7.18E-07,0,2.85E-06
